"gender","round","order","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","age","field_cd","mn_sat","tuition","race","imprace","income","goal","date","go_out","dec","like","imprelig","university","diff_age"
"F",21,19,"N",-0.3,"Y",27,"Asian",20,20,15,15,12,18,"N",12,20,20,18,15,15,24,"MedPharma",1400,26019,"Asian",6,62997,"Meet","SevYear","2Month","N",5,5,"N",3
"F",21,8,"N",-0.23,"N",28,"Black",20,18,20,17,10,15,"N",16,26,18,13,16,11,24,"MedPharma",1400,26019,"Asian",6,62997,"Meet","SevYear","2Month","N",7,5,"N",4
"F",21,3,"N",-0.11,"N",28,"Latin",23,18,21,18,10,10,"N",15,20,22,15,18,10,24,"MedPharma",1400,26019,"Asian",6,62997,"Meet","SevYear","2Month","N",5,5,"N",4
"F",21,3,"N",0.64,"Y",29,"Cauc",30,25,18,18,4,5,"N",21,18,21,15,24,3,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",3,6,"N",5
"F",21,5,"N",0.46,"N",24,"Latin",30,10,20,20,10,10,"N",13,17,17,17,17,17,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",3,6,"N",0
"F",21,18,"N",0.56,"Y",21,"Cauc",25,10,25,5,10,25,"N",16,16,19,14,16,19,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",4,6,"N",3
"F",21,10,"N",0.7,"Y",26,"Cauc",24,16,28,14,8,10,"N",21,17,14,17,10,21,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",6,6,"N",2
"F",21,11,"N",0.55,"Y",25,"Cauc",60,20,0,20,0,0,"N",18,16,16,16,13,21,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",6,6,"N",1
"F",21,4,"N",0.88,"Y",32,"Cauc",25,15,20,25,10,5,"N",17,17,17,17,17,17,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",3,6,"N",8
"F",21,6,"N",0.23,"Y",25,"Cauc",27,15,28,10,10,10,"N",21,21,18,18,13,10,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",6,6,"N",1
"F",21,17,"N",0.75,"Y",25,"Cauc",25,20,30,15,5,5,"N",17,17,17,17,14,19,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",3,6,"N",1
"F",21,15,"N",0.74,"Y",27,"Cauc",20,20,20,15,5,20,"N",17,19,14,14,17,19,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",3,6,"N",3
"F",21,14,"N",-0.21,"N",23,"Black",25,15,20,20,10,10,"N",17,17,17,17,17,15,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",6,6,"N",1
"F",21,13,"N",0.21,"N",27,"Asian",50,10,10,10,10,10,"N",17,17,17,17,17,17,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",6,6,"N",3
"F",21,16,"N",0.8,"Y",27,"Cauc",25,20,25,20,10,0,"N",16,16,18,18,18,16,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",7,6,"N",3
"F",21,8,"N",0.29,"N",24,"Other",20,20,25,25,5,5,"N",17,17,17,17,17,17,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",5,6,"N",0
"F",21,19,"N",0.42,"Y",22,"Cauc",10,15,25,15,15,20,"N",15,17,17,15,17,17,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",3,6,"N",2
"F",21,20,"N",0.26,"N",22,"Asian",35,40,5,5,7,8,"N",21,15,18,15,15,15,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",3,6,"N",2
"F",21,21,"N",0.59,"Y",27,"Cauc",20,20,15,25,10,10,"N",13,16,19,16,19,16,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",4,6,"N",3
"F",21,1,"N",0.42,"N",28,"Asian",20,30,10,20,0,20,"N",18,21,16,16,16,13,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",5,6,"N",4
"F",21,9,"N",0.74,"Y",34,"Cauc",30,10,30,10,5,15,"N",15,18,18,18,15,15,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",6,6,"N",10
"F",21,2,"N",0.3,"N",27,"Asian",20,20,15,15,12,18,"N",16,19,16,16,16,16,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",5,6,"N",3
"F",21,12,"N",0.42,"N",28,"Black",20,18,20,17,10,15,"N",19,21,15,15,21,10,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",7,6,"N",4
"F",21,7,"N",0.26,"N",28,"Latin",23,18,21,18,10,10,"N",19,19,17,17,14,14,24,"Edu",1220,21960,"Cauc",5,46608,"Meet","1Month","SevWeek","N",5,6,"N",4
"F",21,18,"N",0.18,"N",29,"Cauc",30,25,18,18,4,5,"N",18,16,18,18,18,13,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","N",3,10,"N",4
"F",21,20,"N",0.1,"N",24,"Latin",30,10,20,20,10,10,"N",19,16,14,16,19,16,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","N",5,10,"N",1
"F",21,12,"N",0.36,"N",21,"Cauc",25,10,25,5,10,25,"N",19,16,16,14,16,19,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","N",5,10,"N",4
"F",21,4,"Y",0.1,"N",26,"Cauc",24,16,28,14,8,10,"Y",13,22,20,17,17,11,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","Y",8,10,"N",1
"F",21,5,"Y",0.58,"N",25,"Cauc",60,20,0,20,0,0,"Y",17,15,17,17,17,15,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","Y",7,10,"N",0
"F",21,19,"N",0.12,"N",32,"Cauc",25,15,20,25,10,5,"N",14,20,20,20,20,6,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","N",4,10,"N",7
"F",21,21,"N",0.35,"N",25,"Cauc",27,15,28,10,10,10,"Y",19,16,22,19,14,11,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","Y",7,10,"N",0
"F",21,11,"Y",0.42,"N",25,"Cauc",25,20,30,15,5,5,"Y",18,18,18,20,13,13,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","Y",7,10,"N",0
"F",21,9,"N",0.38,"N",27,"Cauc",20,20,20,15,5,20,"N",14,20,17,17,20,11,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","N",4,10,"N",2
"F",21,8,"Y",0.1,"N",23,"Black",25,15,20,20,10,10,"Y",17,17,17,17,17,15,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","Y",7,10,"N",2
"F",21,7,"Y",0.58,"N",27,"Asian",50,10,10,10,10,10,"Y",19,17,17,17,17,12,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","Y",7,10,"N",2
"F",21,10,"Y",0.26,"N",27,"Cauc",25,20,25,20,10,0,"Y",17,17,17,21,14,14,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","Y",6,10,"N",2
"F",21,2,"N",-0.17,"Y",24,"Other",20,20,25,25,5,5,"N",17,17,17,17,17,17,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","N",5,10,"N",1
"F",21,13,"N",0.2,"N",22,"Cauc",10,15,25,15,15,20,"N",16,18,16,16,16,16,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","N",4,10,"N",3
"F",21,14,"N",0.13,"N",22,"Asian",35,40,5,5,7,8,"N",26,19,16,13,13,13,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","N",5,10,"N",3
"F",21,15,"N",0.54,"N",27,"Cauc",20,20,15,25,10,10,"N",16,19,16,16,16,16,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","N",5,10,"N",2
"F",21,16,"N",0.42,"N",28,"Asian",20,30,10,20,0,20,"Y",23,19,23,6,23,6,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","Y",7,10,"N",3
"F",21,3,"N",0.35,"N",34,"Cauc",30,10,30,10,5,15,"N",19,19,19,16,16,11,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","N",5,10,"N",9
"F",21,17,"N",0.43,"N",27,"Asian",20,20,15,15,12,18,"N",12,20,20,18,15,15,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","N",4,10,"N",2
"F",21,6,"Y",0.33,"N",28,"Black",20,18,20,17,10,15,"Y",15,20,17,20,13,15,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","Y",8,10,"N",3
"F",21,1,"N",0.08,"N",28,"Latin",23,18,21,18,10,10,"Y",12,20,17,20,15,17,25,"Edu",1155,13258,"Other",1,37881,"Fun","SevYear","SevWeek","Y",7,10,"N",3
"F",21,14,"N",0.39,"Y",29,"Cauc",30,25,18,18,4,5,"Y",11,14,23,17,23,11,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","Y",7,2,"N",4
"F",21,16,"N",0.19,"N",24,"Latin",30,10,20,20,10,10,"N",21,18,21,13,15,13,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","N",4,2,"N",1
"F",21,21,"N",0.72,"Y",26,"Cauc",24,16,28,14,8,10,"N",17,17,17,17,17,17,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","N",8,2,"N",1
"F",21,1,"Y",0.24,"Y",25,"Cauc",60,20,0,20,0,0,"Y",17,17,17,19,17,15,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","Y",8,2,"N",0
"F",21,15,"N",0.59,"Y",32,"Cauc",25,15,20,25,10,5,"N",21,17,17,10,17,17,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","N",7,2,"N",7
"F",21,17,"N",0.5,"Y",25,"Cauc",27,15,28,10,10,10,"N",36,4,24,12,16,8,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","N",5,2,"N",0
"F",21,7,"N",0.52,"Y",25,"Cauc",25,20,30,15,5,5,"N",16,16,20,16,18,14,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","N",5,2,"N",0
"F",21,5,"N",0.19,"Y",27,"Cauc",20,20,20,15,5,20,"Y",13,13,18,11,24,21,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","Y",7,2,"N",2
"F",21,4,"N",0.1,"N",23,"Black",25,15,20,20,10,10,"N",16,16,16,16,16,19,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","N",7,2,"N",2
"F",21,3,"N",0.12,"N",27,"Asian",50,10,10,10,10,10,"N",18,16,16,16,16,16,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","N",6,2,"N",2
"F",21,6,"N",0.63,"Y",27,"Cauc",25,20,25,20,10,0,"Y",16,13,19,13,19,19,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","Y",8,2,"N",2
"F",21,19,"N",-0.42,"N",24,"Other",20,20,25,25,5,5,"N",17,17,17,17,17,17,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","N",7,2,"N",1
"F",21,9,"N",-0.11,"Y",22,"Cauc",10,15,25,15,15,20,"N",15,17,17,17,15,19,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","N",6,2,"N",3
"F",21,10,"N",0.04,"N",22,"Asian",35,40,5,5,7,8,"N",20,17,17,17,17,11,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","N",5,2,"N",3
"F",21,11,"N",0.47,"Y",27,"Cauc",20,20,15,25,10,10,"N",13,17,17,17,20,17,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","N",7,2,"N",2
"F",21,12,"N",0.12,"N",28,"Asian",20,30,10,20,0,20,"N",14,10,24,17,17,17,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","N",7,2,"N",3
"F",21,20,"N",0.53,"Y",34,"Cauc",30,10,30,10,5,15,"N",9,9,24,15,21,24,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","N",7,2,"N",9
"F",21,13,"N",0.46,"N",27,"Asian",20,20,15,15,12,18,"N",16,18,18,16,16,16,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","N",7,2,"N",2
"F",21,2,"N",0.32,"N",28,"Black",20,18,20,17,10,15,"N",18,24,24,11,13,11,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","N",6,2,"N",3
"F",21,18,"N",0.37,"N",28,"Latin",23,18,21,18,10,10,"N",17,17,20,13,20,13,25,"Science",1410,17125,"Cauc",2,48944,"Meet","Never","SevWeek","N",5,2,"N",3
"F",21,21,"N",0.53,"N",29,"Cauc",30,25,18,18,4,5,"N",5,19,19,17,19,21,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","N",6,4,"N",2
"F",21,2,"N",0.52,"N",24,"Latin",30,10,20,20,10,10,"N",8,19,22,17,28,6,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","N",4,4,"N",3
"F",21,15,"N",0.43,"N",21,"Cauc",25,10,25,5,10,25,"N",13,15,21,13,18,21,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","N",7,4,"N",6
"F",21,7,"Y",0.39,"N",26,"Cauc",24,16,28,14,8,10,"Y",18,18,20,18,12,15,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","Y",8,4,"N",1
"F",21,8,"Y",0.36,"N",25,"Cauc",60,20,0,20,0,0,"Y",15,17,17,17,17,15,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","Y",9,4,"N",2
"F",21,1,"N",0.36,"N",32,"Cauc",25,15,20,25,10,5,"N",18,18,18,11,18,18,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","N",5,4,"N",5
"F",21,3,"N",0.31,"N",25,"Cauc",27,15,28,10,10,10,"N",15,17,20,20,17,12,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","N",6,4,"N",2
"F",21,14,"Y",0.62,"N",25,"Cauc",25,20,30,15,5,5,"Y",16,16,18,16,18,16,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","Y",7,4,"N",2
"F",21,12,"N",0.43,"N",27,"Cauc",20,20,20,15,5,20,"N",15,17,22,12,22,12,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","N",5,4,"N",0
"F",21,11,"Y",0.34,"N",23,"Black",25,15,20,20,10,10,"Y",18,16,16,16,16,16,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","Y",8,4,"N",4
"F",21,10,"N",0.26,"Y",27,"Asian",50,10,10,10,10,10,"N",17,17,17,17,17,17,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","N",4,4,"N",0
"F",21,13,"N",0.58,"N",27,"Cauc",25,20,25,20,10,0,"Y",15,15,21,15,15,18,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","Y",7,4,"N",0
"F",21,5,"Y",-0.18,"N",24,"Other",20,20,25,25,5,5,"Y",17,17,17,17,17,17,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","Y",7,4,"N",3
"F",21,16,"N",-0.01,"N",22,"Cauc",10,15,25,15,15,20,"N",16,16,18,16,18,18,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","N",5,4,"N",5
"F",21,17,"N",0.31,"Y",22,"Asian",35,40,5,5,7,8,"N",17,20,20,15,15,15,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","N",6,4,"N",5
"F",21,18,"N",0.65,"N",27,"Cauc",20,20,15,25,10,10,"Y",14,21,17,14,17,17,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","Y",7,4,"N",0
"F",21,19,"N",0.53,"Y",28,"Asian",20,30,10,20,0,20,"Y",24,14,19,10,24,10,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","Y",7,4,"N",1
"F",21,6,"N",0.75,"N",34,"Cauc",30,10,30,10,5,15,"Y",10,15,23,18,21,13,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","Y",8,4,"N",7
"F",21,20,"Y",0.47,"Y",27,"Asian",20,20,15,15,12,18,"Y",15,20,20,15,15,17,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","Y",7,4,"N",0
"F",21,9,"N",0.24,"N",28,"Black",20,18,20,17,10,15,"Y",13,26,23,13,15,10,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","Y",8,4,"N",1
"F",21,4,"N",0.4,"N",28,"Latin",23,18,21,18,10,10,"Y",9,18,24,18,18,12,27,"Science",1260,24742,"Asian",4,65693,"Meet","Never","1Week","Y",7,4,"N",1
"F",21,16,"N",0.34,"N",29,"Cauc",30,25,18,18,4,5,"N",7,23,23,17,17,13,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","N",6,4,"N",3
"F",21,18,"N",0.39,"N",24,"Latin",30,10,20,20,10,10,"N",13,0,26,22,17,22,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","N",7,4,"N",2
"F",21,10,"Y",0.54,"N",21,"Cauc",25,10,25,5,10,25,"Y",16,16,19,14,16,19,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","Y",7,4,"N",5
"F",21,2,"Y",0.7,"N",26,"Cauc",24,16,28,14,8,10,"Y",17,21,19,15,11,17,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","Y",9,4,"N",0
"F",21,3,"Y",0.13,"N",25,"Cauc",60,20,0,20,0,0,"Y",14,17,17,17,19,17,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","Y",8,4,"N",1
"F",21,17,"N",0.68,"N",32,"Cauc",25,15,20,25,10,5,"N",18,18,21,18,18,7,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","N",6,4,"N",6
"F",21,19,"N",-0.01,"N",25,"Cauc",27,15,28,10,10,10,"Y",14,16,20,18,14,16,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","Y",6,4,"N",1
"F",21,9,"Y",0.63,"N",25,"Cauc",25,20,30,15,5,5,"Y",16,16,19,16,16,16,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","Y",7,4,"N",1
"F",21,7,"N",0.48,"N",27,"Cauc",20,20,20,15,5,20,"N",10,23,30,10,17,10,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","N",6,4,"N",1
"F",21,6,"N",0.02,"N",23,"Black",25,15,20,20,10,10,"N",16,16,16,16,16,19,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","N",6,4,"N",3
"F",21,5,"N",0.08,"Y",27,"Asian",50,10,10,10,10,10,"N",17,17,17,17,17,17,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","N",7,4,"N",1
"F",21,8,"N",0.43,"N",27,"Cauc",25,20,25,20,10,0,"N",15,21,21,13,15,15,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","N",6,4,"N",1
"F",21,21,"N",0.08,"N",24,"Other",20,20,25,25,5,5,"N",17,17,17,17,17,17,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","N",6,4,"N",2
"F",21,11,"N",0.22,"N",22,"Cauc",10,15,25,15,15,20,"N",13,17,17,17,15,20,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","N",4,4,"N",4
"F",21,12,"N",0.1,"Y",22,"Asian",35,40,5,5,7,8,"N",13,19,16,13,16,23,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","N",3,4,"N",4
"F",21,13,"N",0.59,"N",27,"Cauc",20,20,15,25,10,10,"Y",12,19,19,16,19,16,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","Y",7,4,"N",1
"F",21,14,"N",0.17,"Y",28,"Asian",20,30,10,20,0,20,"Y",17,9,26,9,30,9,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","Y",8,4,"N",2
"F",21,1,"N",0.51,"N",34,"Cauc",30,10,30,10,5,15,"Y",14,19,22,17,19,8,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","Y",7,4,"N",8
"F",21,15,"Y",0.3,"Y",27,"Asian",20,20,15,15,12,18,"Y",15,18,20,18,15,15,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","Y",7,4,"N",1
"F",21,4,"N",0.28,"N",28,"Black",20,18,20,17,10,15,"N",14,26,20,11,17,11,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","N",6,4,"N",2
"F",21,20,"N",0.69,"N",28,"Latin",23,18,21,18,10,10,"N",15,18,21,18,15,15,26,"Science",1400,27395,"Asian",1,77112,"Fun","Never","2Week","N",5,4,"N",2
"F",21,9,"N",0.19,"Y",29,"Cauc",30,25,18,18,4,5,"Y",5,20,22,22,20,12,29,"SocialSci",1450,26100,"Cauc",1,18283,"Other","SevYear","1Week","Y",8,10,"N",0
"F",21,11,"N",0.09,"N",24,"Latin",30,10,20,20,10,10,"N",13,20,23,20,7,17,29,"SocialSci",1380,27100,"Cauc",1,45736,"Other","SevYear","1Week","N",7,10,"N",5
"F",21,3,"N",0.2,"Y",21,"Cauc",25,10,25,5,10,25,"N",10,18,21,13,21,18,29,"SocialSci",1430,26908,"Cauc",1,31432,"Other","SevYear","1Week","N",5,10,"N",8
"F",21,16,"N",0.39,"Y",26,"Cauc",24,16,28,14,8,10,"N",15,18,21,9,18,18,29,"SocialSci",1450,25917,"Cauc",1,73073,"Other","SevYear","1Week","N",7,10,"N",3
"F",21,17,"N",0.58,"Y",25,"Cauc",60,20,0,20,0,0,"Y",16,16,16,16,28,9,29,"SocialSci",1450,25917,"Cauc",1,73073,"Other","SevYear","1Week","Y",8,10,"N",4
"F",21,10,"N",0.14,"Y",32,"Cauc",25,15,20,25,10,5,"N",16,16,19,22,22,6,29,"SocialSci",1430,26908,"Cauc",1,31432,"Other","SevYear","1Week","N",7,10,"N",3
"F",21,12,"N",0.44,"Y",25,"Cauc",27,15,28,10,10,10,"N",16,22,24,8,19,11,29,"SocialSci",1450,25917,"Cauc",1,73073,"Other","SevYear","1Week","N",7,10,"N",4
"F",21,2,"N",0.42,"Y",25,"Cauc",25,20,30,15,5,5,"N",9,21,21,15,21,12,29,"SocialSci",1450,25917,"Cauc",1,73073,"Other","SevYear","1Week","N",7,10,"N",4
"F",21,21,"N",0.34,"Y",27,"Cauc",20,20,20,15,5,20,"N",19,22,22,16,9,12,29,"SocialSci",1430,26908,"Cauc",1,31432,"Other","SevYear","1Week","N",7,10,"N",2
"F",21,20,"N",0.47,"N",23,"Black",25,15,20,20,10,10,"N",17,17,17,17,17,17,29,"SocialSci",1430,26908,"Cauc",1,31432,"Other","SevYear","1Week","N",6,10,"N",6
"F",21,19,"N",0.53,"N",27,"Asian",50,10,10,10,10,10,"N",17,17,17,17,17,17,29,"SocialSci",1430,26908,"Cauc",1,31432,"Other","SevYear","1Week","N",7,10,"N",2
"F",21,1,"N",0.32,"Y",27,"Cauc",25,20,25,20,10,0,"N",13,24,26,16,13,8,29,"SocialSci",0,0,"Cauc",1,41507,"Other","SevYear","1Week","N",7,10,"N",2
"F",21,14,"N",-0.09,"N",24,"Other",20,20,25,25,5,5,"N",17,17,17,17,17,17,29,"SocialSci",1450,25917,"Cauc",1,73073,"Other","SevYear","1Week","N",8,10,"N",5
"F",21,4,"N",-0.06,"Y",22,"Cauc",10,15,25,15,15,20,"N",18,16,24,18,13,11,29,"SocialSci",1450,25917,"Cauc",1,73073,"Other","SevYear","1Week","N",8,10,"N",7
"F",21,5,"N",-0.09,"N",22,"Asian",35,40,5,5,7,8,"N",16,22,16,16,14,16,29,"SocialSci",1450,25917,"Cauc",1,73073,"Other","SevYear","1Week","N",6,10,"N",7
"F",21,6,"N",0.6,"Y",27,"Cauc",20,20,15,25,10,10,"N",12,21,21,18,15,15,29,"SocialSci",1380,27100,"Cauc",1,45736,"Other","SevYear","1Week","N",7,10,"N",2
"F",21,7,"N",0.5,"N",28,"Asian",20,30,10,20,0,20,"N",13,20,20,16,13,18,29,"SocialSci",1380,27100,"Cauc",1,45736,"Other","SevYear","1Week","N",8,10,"N",1
"F",21,15,"N",0.6,"Y",34,"Cauc",30,10,30,10,5,15,"N",11,18,21,18,21,11,29,"SocialSci",1430,26908,"Cauc",1,31432,"Other","SevYear","1Week","N",6,10,"N",5
"F",21,8,"N",0.62,"N",27,"Asian",20,20,15,15,12,18,"N",12,23,21,16,14,14,29,"SocialSci",1450,25917,"Cauc",1,73073,"Other","SevYear","1Week","N",7,10,"N",2
"F",21,18,"N",0.48,"N",28,"Black",20,18,20,17,10,15,"N",23,23,23,9,12,9,29,"SocialSci",1430,26908,"Cauc",1,31432,"Other","SevYear","1Week","N",9,10,"N",1
"F",21,13,"N",0.31,"N",28,"Latin",23,18,21,18,10,10,"N",10,28,24,14,14,10,29,"SocialSci",1380,27100,"Cauc",1,45736,"Other","SevYear","1Week","N",7,10,"N",1
"F",21,6,"N",0.39,"N",29,"Cauc",30,25,18,18,4,5,"Y",5,21,21,24,18,11,26,"SocialSci",1450,26100,"Black",9,18283,"Fun","SevYear","2Week","Y",8,10,"N",3
"F",21,8,"Y",0.72,"N",24,"Latin",30,10,20,20,10,10,"Y",14,16,18,18,16,18,26,"SocialSci",1450,26100,"Black",9,18283,"Fun","SevYear","2Week","Y",7,10,"N",2
"F",21,21,"N",0.23,"N",21,"Cauc",25,10,25,5,10,25,"N",16,16,18,13,18,18,26,"SocialSci",1450,26100,"Black",9,18283,"Fun","SevYear","2Week","N",8,10,"N",5
"F",21,13,"N",0.2,"N",26,"Cauc",24,16,28,14,8,10,"N",19,12,16,19,16,19,26,"SocialSci",1450,26100,"Black",9,18283,"Fun","SevYear","2Week","N",7,10,"N",0
"F",21,14,"N",-0.08,"N",25,"Cauc",60,20,0,20,0,0,"N",16,22,19,22,14,8,26,"SocialSci",1450,26100,"Black",9,18283,"Fun","SevYear","2Week","N",7,10,"N",1
"F",21,7,"N",0.57,"N",32,"Cauc",25,15,20,25,10,5,"N",19,19,19,19,19,5,26,"SocialSci",1450,26100,"Black",9,18283,"Fun","SevYear","2Week","N",7,10,"N",6
"F",21,9,"N",-0.07,"N",25,"Cauc",27,15,28,10,10,10,"N",19,19,19,21,14,9,26,"SocialSci",1450,26100,"Black",9,18283,"Fun","SevYear","2Week","N",8,10,"N",1
"F",21,20,"N",0.42,"N",25,"Cauc",25,20,30,15,5,5,"N",15,17,20,20,17,12,26,"SocialSci",1450,26100,"Black",9,18283,"Fun","SevYear","2Week","N",8,10,"N",1
"F",21,18,"N",0.64,"N",27,"Cauc",20,20,20,15,5,20,"N",14,16,21,16,19,14,26,"SocialSci",1450,26100,"Black",9,18283,"Fun","SevYear","2Week","N",7,10,"N",1
