"","gender","round","order","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","age","field_cd","mn_sat","tuition","race","imprace","income","goal","date","go_out","dec","like","imprelig","diff_age"
"1499","M",18,2,"N",0.71,"N",32,"Latin",30,30,30,5,0,5,"N",11,21,21,13,18,16,21,"HRP",0,0,"Cauc",1,74893,"Fun","2Month","SevWeek","N",5,1,11
"1500","M",18,9,"Y",0.56,"Y",30,"Cauc",20,25,15,15,15,10,"Y",20,17,17,14,17,14,21,"HRP",0,0,"Cauc",1,74893,"Fun","2Month","SevWeek","Y",7,1,9
"1501","M",18,14,"Y",0.52,"Y",22,"Cauc",15,20,20,20,5,20,"Y",23,16,16,14,14,18,21,"HRP",0,0,"Cauc",1,74893,"Fun","2Month","SevWeek","Y",8,1,1
"1502","M",18,16,"Y",0.72,"Y",23,"Cauc",15,15,20,15,15,20,"Y",16,20,16,18,16,16,21,"HRP",0,0,"Cauc",1,74893,"Fun","2Month","SevWeek","Y",8,1,2
"1503","M",18,15,"N",0.18,"Y",23,"Cauc",15,15,20,15,20,15,"Y",6,20,20,20,20,12,21,"HRP",0,0,"Cauc",1,74893,"Fun","2Month","SevWeek","Y",8,1,2
"1504","M",18,10,"N",0.58,"Y",27,"Cauc",25,15,20,20,20,0,"N",18,18,20,20,14,12,21,"HRP",0,0,"Cauc",1,74893,"Fun","2Month","SevWeek","N",7,1,6
"1505","M",18,11,"N",0.23,"N",23,"Asian",15,21,18,18,10,18,"N",14,17,19,17,19,14,21,"HRP",0,0,"Cauc",1,74893,"Fun","2Month","SevWeek","N",4,1,2
"1506","M",18,18,"Y",0.42,"N",25,"Other",15,3,50,20,2,10,"Y",19,16,19,19,19,9,21,"HRP",0,0,"Cauc",1,74893,"Fun","2Month","SevWeek","Y",9,1,4
"1507","M",18,6,"Y",0.8,"Y",29,"Cauc",10,20,20,20,20,10,"Y",15,17,17,19,17,17,21,"HRP",0,0,"Cauc",1,74893,"Fun","2Month","SevWeek","Y",8,1,8
"1508","M",18,7,"N",0.23,"Y",29,"Cauc",14,20,18,24,18,6,"Y",17,17,17,17,17,15,21,"HRP",0,0,"Cauc",1,74893,"Fun","2Month","SevWeek","Y",8,1,8
"1509","M",18,16,"N",0.32,"Y",34,"Cauc",10,10,30,20,10,20,"N",14,14,14,14,22,22,24,"Eng",0,0,"Cauc",1,41547,"Fun","SevYear","1Week","N",6,1,10
"1510","M",18,3,"N",0.41,"Y",22,"Cauc",15,20,20,20,15,10,"N",21,16,16,21,14,12,24,"Eng",0,0,"Cauc",1,55419,"Fun","SevYear","1Week","N",5,1,2
"1511","M",18,9,"N",0.51,"N",23,"Latin",10,25,20,10,20,15,"N",29,17,29,8,8,8,24,"Eng",0,0,"Cauc",1,23361,"Fun","SevYear","1Week","N",5,1,1
"1512","M",18,8,"Y",0.6,"N",26,"Asian",10,20,15,20,20,15,"Y",17,17,17,17,17,17,24,"Eng",0,0,"Cauc",1,41547,"Fun","SevYear","1Week","Y",7,1,2
"1513","M",18,7,"N",0.31,"N",27,"Asian",10,20,20,10,20,20,"N",17,17,17,17,17,17,24,"Eng",0,0,"Cauc",1,41547,"Fun","SevYear","1Week","N",6,1,3
"1514","M",18,12,"Y",0.55,"Y",28,"Cauc",10,10,20,20,20,20,"Y",16,16,16,19,16,16,24,"Eng",0,0,"Cauc",1,55419,"Fun","SevYear","1Week","Y",7,1,4
"1515","M",18,17,"N",0.56,"N",25,"Other",20,20,20,20,10,10,"N",13,18,18,18,15,18,24,"Eng",0,0,"Cauc",1,41547,"Fun","SevYear","1Week","N",6,1,1
"1516","M",18,5,"N",0.83,"N",35,"Latin",10,32,20,12,11,15,"N",13,18,23,15,18,13,24,"Eng",0,0,"Cauc",1,41547,"Fun","SevYear","1Week","N",6,1,11
"1517","M",18,6,"Y",0.76,"N",32,"Latin",30,30,30,5,0,5,"Y",12,0,25,22,22,19,24,"Eng",0,0,"Cauc",1,41547,"Fun","SevYear","1Week","Y",7,1,8
"1518","M",18,13,"N",0.33,"Y",30,"Cauc",20,25,15,15,15,10,"N",21,21,21,14,21,3,24,"Eng",0,0,"Cauc",1,41547,"Fun","SevYear","1Week","N",5,1,6
"1519","M",18,18,"Y",0.44,"Y",22,"Cauc",15,20,20,20,5,20,"Y",22,17,13,15,22,11,24,"Eng",0,0,"Cauc",1,41547,"Fun","SevYear","1Week","Y",8,1,2
"1520","M",18,2,"N",0.55,"Y",23,"Cauc",15,15,20,15,15,20,"N",17,22,17,15,17,12,24,"Eng",0,0,"Cauc",1,39919,"Fun","SevYear","1Week","N",5,1,1
"1521","M",18,1,"N",0.31,"Y",23,"Cauc",15,15,20,15,20,15,"Y",16,20,20,10,20,16,24,"Eng",0,0,"Cauc",1,55419,"Fun","SevYear","1Week","Y",7,1,1
"1522","M",18,14,"N",0.39,"Y",27,"Cauc",25,15,20,20,20,0,"N",18,18,16,20,16,14,24,"Eng",0,0,"Cauc",1,74893,"Fun","SevYear","1Week","N",5,1,3
"1523","M",18,15,"N",0.52,"N",23,"Asian",15,21,18,18,10,18,"N",20,20,17,17,11,14,24,"Eng",0,0,"Cauc",1,41547,"Fun","SevYear","1Week","N",5,1,1
"1524","M",18,4,"N",0.39,"N",25,"Other",15,3,50,20,2,10,"Y",20,16,18,16,14,16,24,"Eng",0,0,"Cauc",1,55419,"Fun","SevYear","1Week","Y",7,1,1
"1525","M",18,10,"N",0.72,"Y",29,"Cauc",10,20,20,20,20,10,"N",15,17,19,17,15,17,24,"Eng",0,0,"Cauc",1,41547,"Fun","SevYear","1Week","N",6,1,5
"1526","M",18,11,"N",0.09,"Y",29,"Cauc",14,20,18,24,18,6,"Y",17,17,17,17,17,15,24,"Eng",0,0,"Cauc",1,41547,"Fun","SevYear","1Week","Y",7,1,5
"1527","M",18,8,"Y",0.63,"N",34,"Cauc",10,10,30,20,10,20,"Y",12,12,15,24,17,20,25,"Film",0,0,"Asian",1,41547,"Fun","2Month","SevWeek","Y",8,1,9
"1528","M",18,13,"N",0.56,"N",22,"Cauc",15,20,20,20,15,10,"Y",15,18,18,15,18,18,25,"Film",0,0,"Asian",1,35968,"Fun","2Month","SevWeek","Y",7,1,3
"1529","M",18,1,"Y",0.59,"N",23,"Latin",10,25,20,10,20,15,"Y",14,20,20,12,20,12,25,"Film",0,0,"Asian",1,41547,"Fun","2Month","SevWeek","Y",7,1,2
"1530","M",18,18,"N",0.8,"Y",26,"Asian",10,20,15,20,20,15,"Y",17,17,17,17,17,17,25,"Film",0,0,"Asian",1,23361,"Fun","2Month","SevWeek","Y",7,1,1
"1531","M",18,17,"Y",0.34,"Y",27,"Asian",10,20,20,10,20,20,"Y",17,17,17,17,17,17,25,"Film",0,0,"Asian",1,35968,"Fun","2Month","SevWeek","Y",7,1,2
"1532","M",18,4,"N",0.6,"N",28,"Cauc",10,10,20,20,20,20,"Y",13,20,17,17,17,15,25,"Film",0,0,"Asian",1,35968,"Fun","2Month","SevWeek","Y",8,1,3
"1533","M",18,9,"Y",0.66,"N",25,"Other",20,20,20,20,10,10,"Y",12,20,20,16,16,16,25,"Film",0,0,"Asian",1,41547,"Fun","2Month","SevWeek","Y",8,1,0
"1534","M",18,15,"N",0.81,"N",35,"Latin",10,32,20,12,11,15,"Y",9,19,19,21,14,19,25,"Film",0,0,"Asian",1,23361,"Fun","2Month","SevWeek","Y",8,1,10
"1535","M",18,16,"N",0.65,"N",32,"Latin",30,30,30,5,0,5,"Y",14,14,26,17,14,14,25,"Film",0,0,"Asian",1,23361,"Fun","2Month","SevWeek","Y",8,1,7
"1536","M",18,5,"N",0.59,"N",30,"Cauc",20,25,15,15,15,10,"Y",18,24,21,15,18,6,25,"Film",0,0,"Asian",1,41547,"Fun","2Month","SevWeek","Y",7,1,5
"1537","M",18,10,"Y",0.73,"N",22,"Cauc",15,20,20,20,5,20,"Y",15,18,18,18,13,18,25,"Film",0,0,"Asian",1,41547,"Fun","2Month","SevWeek","Y",7,1,3
"1538","M",18,12,"N",0.27,"N",23,"Cauc",15,15,20,15,15,20,"Y",6,12,21,24,24,12,25,"Film",0,0,"Asian",1,41547,"Fun","2Month","SevWeek","Y",6,1,2
"1539","M",18,11,"N",0.3,"N",23,"Cauc",15,15,20,15,20,15,"N",9,18,18,18,18,18,25,"Film",0,0,"Asian",1,41547,"Fun","2Month","SevWeek","N",5,1,2
"1540","M",18,6,"N",0.58,"N",27,"Cauc",25,15,20,20,20,0,"N",16,20,20,16,16,12,25,"Film",0,0,"Asian",1,41547,"Fun","2Month","SevWeek","N",5,1,2
"1541","M",18,7,"Y",0.4,"Y",23,"Asian",15,21,18,18,10,18,"Y",16,18,18,13,16,18,25,"Film",0,0,"Asian",1,41547,"Fun","2Month","SevWeek","Y",5,1,2
"1542","M",18,14,"Y",0.62,"N",25,"Other",15,3,50,20,2,10,"Y",15,17,20,20,20,10,25,"Film",0,0,"Asian",1,74893,"Fun","2Month","SevWeek","Y",7,1,0
"1543","M",18,2,"Y",0.6,"N",29,"Cauc",10,20,20,20,20,10,"Y",15,19,19,15,19,15,25,"Film",0,0,"Asian",1,41547,"Fun","2Month","SevWeek","Y",8,1,4
"1544","M",18,3,"N",0.34,"N",29,"Cauc",14,20,18,24,18,6,"Y",18,18,18,15,18,15,25,"Film",0,0,"Asian",1,41547,"Fun","2Month","SevWeek","Y",8,1,4
"1545","M",18,7,"Y",0.53,"Y",34,"Cauc",10,10,30,20,10,20,"Y",16,16,19,22,19,9,28,"Film",0,0,"Cauc",4,52804,"Meet","SevYear","SevWeek","Y",7,6,6
"1546","M",18,12,"N",0.76,"Y",22,"Cauc",15,20,20,20,15,10,"N",16,18,16,18,18,16,28,"Film",0,0,"Cauc",4,52804,"Meet","SevYear","SevWeek","N",5,6,6
"1547","M",18,18,"N",0.79,"N",23,"Latin",10,25,20,10,20,15,"N",7,7,18,7,32,29,28,"Film",0,0,"Cauc",4,52804,"Meet","SevYear","SevWeek","N",4,6,5
"1548","M",18,17,"N",0.54,"N",26,"Asian",10,20,15,20,20,15,"N",17,17,17,17,17,17,28,"Film",0,0,"Cauc",4,52804,"Meet","SevYear","SevWeek","N",5,6,2
"1549","M",18,16,"N",0.17,"N",27,"Asian",10,20,20,10,20,20,"N",13,17,17,17,17,17,28,"Film",0,0,"Cauc",4,52804,"Meet","SevYear","SevWeek","N",5,6,1
"1550","M",18,3,"N",0.67,"Y",28,"Cauc",10,10,20,20,20,20,"N",16,16,18,16,18,16,28,"Film",0,0,"Cauc",4,52804,"Meet","SevYear","SevWeek","N",4,6,0
"1551","M",18,8,"N",0.76,"N",25,"Other",20,20,20,20,10,10,"N",15,17,17,20,17,13,28,"Film",0,0,"Cauc",4,52804,"Meet","SevYear","SevWeek","N",5,6,3
"1552","M",18,14,"N",0.62,"N",35,"Latin",10,32,20,12,11,15,"N",11,19,22,11,22,16,28,"Film",0,0,"Cauc",4,52804,"Meet","SevYear","SevWeek","N",5,6,7
"1553","M",18,15,"N",0.61,"N",32,"Latin",30,30,30,5,0,5,"N",13,13,17,13,30,13,28,"Film",0,0,"Cauc",4,52804,"Meet","SevYear","SevWeek","N",5,6,4
"1554","M",18,4,"N",0.54,"Y",30,"Cauc",20,25,15,15,15,10,"Y",17,17,17,23,17,10,28,"Film",0,0,"Cauc",4,52804,"Meet","SevYear","SevWeek","Y",6,6,2
"1555","M",18,9,"Y",0.5,"Y",22,"Cauc",15,20,20,20,5,20,"Y",18,16,16,16,16,18,28,"Film",0,0,"Cauc",4,52804,"Meet","SevYear","SevWeek","Y",8,6,6
"1556","M",18,11,"N",0.52,"Y",23,"Cauc",15,15,20,15,15,20,"Y",15,11,22,26,19,7,28,"Film",0,0,"Cauc",4,52804,"Meet","SevYear","SevWeek","Y",7,6,5
"1557","M",18,10,"N",0.52,"Y",23,"Cauc",15,15,20,15,20,15,"N",8,19,19,19,19,15,28,"Film",0,0,"Cauc",4,52804,"Meet","SevYear","SevWeek","N",6,6,5
"1558","M",18,5,"N",0.36,"Y",27,"Cauc",25,15,20,20,20,0,"N",14,20,20,20,14,12,28,"Film",0,0,"Cauc",4,52804,"Meet","SevYear","SevWeek","N",6,6,1
"1559","M",18,6,"N",0.5,"N",23,"Asian",15,21,18,18,10,18,"N",15,15,15,18,20,18,28,"Film",0,0,"Cauc",4,52804,"Meet","SevYear","SevWeek","N",5,6,5
"1560","M",18,13,"Y",0.61,"N",25,"Other",15,3,50,20,2,10,"Y",15,18,20,20,20,8,28,"Film",0,0,"Cauc",4,52804,"Meet","SevYear","SevWeek","Y",6,6,3
"1561","M",18,1,"Y",0.75,"Y",29,"Cauc",10,20,20,20,20,10,"Y",13,20,20,18,18,11,28,"Film",0,0,"Cauc",4,52804,"Meet","SevYear","SevWeek","Y",7,6,1
"1562","M",18,2,"N",0.31,"Y",29,"Cauc",14,20,18,24,18,6,"N",18,18,18,15,15,15,28,"Film",0,0,"Cauc",4,52804,"Meet","SevYear","SevWeek","N",5,6,1
"1563","M",18,6,"N",0.43,"N",34,"Cauc",10,10,30,20,10,20,"N",6,24,24,21,18,9,27,"Econ",0,0,"Asian",7,52804,"Say","1Month","SevWeek","N",5,1,7
"1564","M",18,11,"N",0.29,"N",22,"Cauc",15,20,20,20,15,10,"N",14,21,25,14,18,7,27,"Econ",0,0,"Asian",7,35968,"Say","1Month","SevWeek","N",5,1,5
"1565","M",18,17,"N",0.56,"N",23,"Latin",10,25,20,10,20,15,"N",13,13,24,5,24,21,27,"Econ",0,0,"Asian",7,52804,"Say","1Month","SevWeek","N",3,1,4
"1566","M",18,16,"N",0.4,"Y",26,"Asian",10,20,15,20,20,15,"N",17,17,17,17,17,17,27,"Econ",0,0,"Asian",7,35968,"Say","1Month","SevWeek","N",5,1,1
"1567","M",18,15,"N",0.07,"Y",27,"Asian",10,20,20,10,20,20,"N",14,18,16,16,18,16,27,"Econ",0,0,"Asian",7,35968,"Say","1Month","SevWeek","N",4,1,0
"1568","M",18,2,"N",0.46,"N",28,"Cauc",10,10,20,20,20,20,"N",10,22,22,15,18,12,27,"Econ",0,0,"Asian",7,35968,"Say","1Month","SevWeek","N",4,1,1
"1569","M",18,7,"N",0.61,"N",25,"Other",20,20,20,20,10,10,"N",12,21,19,17,17,15,27,"Econ",0,0,"Asian",7,35968,"Say","1Month","SevWeek","N",5,1,2
"1570","M",18,13,"N",0.4,"N",35,"Latin",10,32,20,12,11,15,"N",10,20,15,20,17,20,27,"Econ",0,0,"Asian",7,35968,"Say","1Month","SevWeek","N",6,1,8
"1571","M",18,14,"N",0.43,"N",32,"Latin",30,30,30,5,0,5,"N",12,19,19,15,19,15,27,"Econ",0,0,"Asian",7,35968,"Say","1Month","SevWeek","N",5,1,5
"1572","M",18,3,"N",0.26,"N",30,"Cauc",20,25,15,15,15,10,"N",24,16,24,8,24,4,27,"Econ",0,0,"Asian",7,76624,"Say","1Month","SevWeek","N",6,1,3
"1573","M",18,8,"N",0.18,"N",22,"Cauc",15,20,20,20,5,20,"N",13,17,17,17,17,20,27,"Econ",0,0,"Asian",7,35968,"Say","1Month","SevWeek","N",4,1,5
"1574","M",18,10,"N",0.35,"N",23,"Cauc",15,15,20,15,15,20,"N",7,13,23,23,23,10,27,"Econ",0,0,"Asian",7,35968,"Say","1Month","SevWeek","N",5,1,4
"1575","M",18,9,"N",0.14,"N",23,"Cauc",15,15,20,15,20,15,"N",4,20,20,20,20,14,27,"Econ",0,0,"Asian",7,52804,"Say","1Month","SevWeek","N",4,1,4
"1576","M",18,4,"N",0.08,"N",27,"Cauc",25,15,20,20,20,0,"N",14,20,20,18,18,12,27,"Econ",0,0,"Asian",7,35968,"Say","1Month","SevWeek","N",7,1,0
"1577","M",18,5,"N",0.74,"Y",23,"Asian",15,21,18,18,10,18,"N",14,21,17,14,14,19,27,"Econ",0,0,"Asian",7,35968,"Say","1Month","SevWeek","N",6,1,4
"1578","M",18,12,"N",0.26,"N",25,"Other",15,3,50,20,2,10,"N",13,21,21,18,18,10,27,"Econ",0,0,"Asian",7,35968,"Say","1Month","SevWeek","N",7,1,2
"1579","M",18,18,"N",0.5,"N",29,"Cauc",10,20,20,20,20,10,"N",15,17,20,17,20,12,27,"Econ",0,0,"Asian",7,35968,"Say","1Month","SevWeek","N",4,1,2
"1580","M",18,1,"N",-0.03,"N",29,"Cauc",14,20,18,24,18,6,"N",17,17,17,17,17,17,27,"Econ",0,0,"Asian",7,52804,"Say","1Month","SevWeek","N",4,1,2
"1581","F",9,7,"N",0.43,"N",27,"Cauc",20,20,20,25,5,10,"N",14,20,16,16,18,16,22,"SocialSci",1070,12696,"Other",1,44346,"Date","Never","1Week","N",5,5,5
"1582","F",9,4,"N",0.46,"N",28,"Cauc",20,20,20,10,10,20,"Y",14,19,21,19,21,7,22,"SocialSci",1070,12696,"Other",1,44346,"Date","Never","1Week","Y",7,5,6
"1583","F",9,6,"N",0.05,"N",32,"Cauc",18,10,30,10,10,22,"N",21,18,16,16,16,13,22,"SocialSci",1070,12696,"Other",1,44346,"Date","Never","1Week","N",6,5,10
"1584","F",9,2,"N",0.44,"N",25,"Cauc",35,20,10,20,10,5,"N",11,22,26,7,19,15,22,"SocialSci",1070,12696,"Other",1,44346,"Date","Never","1Week","N",4,5,3
"1585","F",9,9,"N",-0.2,"N",25,"Asian",20,30,10,15,0,25,"N",11,25,18,18,14,14,22,"SocialSci",1070,12696,"Other",1,44346,"Date","Never","1Week","N",6,5,3
"1586","F",9,3,"N",0.23,"Y",27,"Other",25,15,20,20,15,5,"N",14,19,22,17,19,8,22,"SocialSci",1070,12696,"Other",1,44346,"Date","Never","1Week","N",6,5,5
"1587","F",9,5,"N",0.3,"Y",33,"Other",22,22,15,15,5,21,"N",18,18,16,18,14,18,22,"SocialSci",1070,12696,"Other",1,44346,"Date","Never","1Week","N",7,5,11
"1588","F",9,1,"N",0.66,"Y",25,"Other",20,20,20,20,10,10,"Y",13,26,15,18,18,10,22,"SocialSci",1070,12696,"Other",1,44346,"Date","Never","1Week","Y",5,5,3
"1589","F",9,8,"N",-0.12,"Y",33,"Other",19,19,19,19,19,5,"Y",17,17,17,13,19,17,22,"SocialSci",1070,12696,"Other",1,44346,"Date","Never","1Week","Y",6,5,11
"1590","F",9,9,"Y",0.33,"Y",27,"Cauc",20,20,20,25,5,10,"Y",17,17,17,17,17,15,23,"Edu",1258,25020,"Cauc",3,52010,"Fun","2Month","1Week","Y",5,1,4
"1591","F",9,6,"N",0.01,"Y",28,"Cauc",20,20,20,10,10,20,"N",20,20,15,17,17,11,23,"Edu",1258,25020,"Cauc",3,52010,"Fun","2Month","1Week","N",6,1,5
"1592","F",9,8,"N",0.43,"Y",32,"Cauc",18,10,30,10,10,22,"N",22,19,19,16,12,12,23,"Edu",1258,25020,"Cauc",3,52010,"Fun","2Month","1Week","N",3,1,9
"1593","F",9,4,"N",0.44,"Y",25,"Cauc",35,20,10,20,10,5,"N",21,11,18,18,18,14,23,"Edu",1258,25020,"Cauc",3,52010,"Fun","2Month","1Week","N",3,1,2
"1594","F",9,2,"N",-0.63,"N",25,"Asian",20,30,10,15,0,25,"N",24,21,21,21,6,9,23,"Edu",1258,25020,"Cauc",3,52010,"Fun","2Month","1Week","N",4,1,2
"1595","F",9,5,"Y",0.04,"N",27,"Other",25,15,20,20,15,5,"Y",18,21,15,21,15,10,23,"Edu",1258,25020,"Cauc",3,52010,"Fun","2Month","1Week","Y",7,1,4
"1596","F",9,7,"N",0.31,"N",33,"Other",22,22,15,15,5,21,"N",19,17,19,19,12,15,23,"Edu",1258,25020,"Cauc",3,52010,"Fun","2Month","1Week","N",2,1,10
"1597","F",9,3,"N",0.65,"N",25,"Other",20,20,20,20,10,10,"N",18,20,14,18,14,14,23,"Edu",1258,25020,"Cauc",3,52010,"Fun","2Month","1Week","N",5,1,2
"1598","F",9,1,"N",0.11,"N",33,"Other",19,19,19,19,19,5,"N",16,18,16,16,16,16,23,"Edu",1258,25020,"Cauc",3,52010,"Fun","2Month","1Week","N",5,1,10
"1599","F",9,1,"N",0.06,"N",27,"Cauc",20,20,20,25,5,10,"Y",15,20,20,12,17,17,24,"Science",1400,26630,"Asian",3,42225,"Meet","Never","SevWeek","Y",7,3,3
"1600","F",9,7,"N",0.07,"N",28,"Cauc",20,20,20,10,10,20,"Y",18,27,32,9,9,5,24,"Science",1400,26630,"Asian",3,42225,"Meet","Never","SevWeek","Y",8,3,4
"1601","F",9,9,"N",0.19,"N",32,"Cauc",18,10,30,10,10,22,"N",22,17,20,15,15,12,24,"Science",1400,26630,"Asian",3,42225,"Meet","Never","SevWeek","N",7,3,8
"1602","F",9,5,"N",0.26,"N",25,"Cauc",35,20,10,20,10,5,"N",10,14,24,10,24,19,24,"Science",1400,26630,"Asian",3,42225,"Meet","Never","SevWeek","N",6,3,1
"1603","F",9,3,"N",-0.14,"Y",25,"Asian",20,30,10,15,0,25,"N",22,22,16,9,22,9,24,"Science",1400,26630,"Asian",3,42225,"Meet","Never","SevWeek","N",6,3,1
"1604","F",9,6,"N",-0.03,"N",27,"Other",25,15,20,20,15,5,"Y",16,16,24,16,18,11,24,"Science",1400,26630,"Asian",3,42225,"Meet","Never","SevWeek","Y",7,3,3
"1605","F",9,8,"N",0.47,"N",33,"Other",22,22,15,15,5,21,"N",20,20,20,13,16,11,24,"Science",1400,26630,"Asian",3,42225,"Meet","Never","SevWeek","N",5,3,9
"1606","F",9,4,"N",0.39,"N",25,"Other",20,20,20,20,10,10,"Y",11,29,18,14,14,14,24,"Science",1400,26630,"Asian",3,42225,"Meet","Never","SevWeek","Y",7,3,1
"1607","F",9,2,"N",0.39,"N",33,"Other",19,19,19,19,19,5,"N",11,21,18,8,21,21,24,"Science",1400,26630,"Asian",3,42225,"Meet","Never","SevWeek","N",7,3,9
"1608","F",9,2,"N",0.38,"Y",27,"Cauc",20,20,20,25,5,10,"N",16,19,16,19,16,14,34,"HRP",1290,15309,"Cauc",10,37405,"Date","Never","2Month","N",2,1,7
"1609","F",9,8,"N",0.73,"Y",28,"Cauc",20,20,20,10,10,20,"Y",8,25,33,17,12,4,34,"HRP",1290,15309,"Cauc",10,37405,"Date","Never","2Month","Y",6,1,6
"1610","F",9,1,"N",0.31,"Y",32,"Cauc",18,10,30,10,10,22,"Y",20,23,17,17,14,9,34,"HRP",1290,15309,"Cauc",10,37405,"Date","Never","2Month","Y",7,1,2
"1611","F",9,6,"N",0.24,"Y",25,"Cauc",35,20,10,20,10,5,"N",10,23,23,13,16,16,34,"HRP",1290,15309,"Cauc",10,37405,"Date","Never","2Month","N",3,1,9
"1612","F",9,4,"N",0.27,"N",25,"Asian",20,30,10,15,0,25,"N",15,18,24,15,18,9,34,"HRP",1290,15309,"Cauc",10,37405,"Date","Never","2Month","N",5,1,9
"1613","F",9,7,"N",0.15,"N",27,"Other",25,15,20,20,15,5,"Y",17,20,20,17,17,9,34,"HRP",1290,15309,"Cauc",10,37405,"Date","Never","2Month","Y",7,1,7
"1614","F",9,9,"N",-0.09,"N",33,"Other",22,22,15,15,5,21,"N",14,20,18,16,18,14,34,"HRP",1290,15309,"Cauc",10,37405,"Date","Never","2Month","N",2,1,1
"1615","F",9,5,"Y",0.6,"N",25,"Other",20,20,20,20,10,10,"Y",14,23,18,16,16,14,34,"HRP",1290,15309,"Cauc",10,37405,"Date","Never","2Month","Y",8,1,9
"1616","F",9,3,"N",0.14,"N",33,"Other",19,19,19,19,19,5,"N",16,22,22,16,16,8,34,"HRP",1290,15309,"Cauc",10,37405,"Date","Never","2Month","N",5,1,1
"1617","F",9,6,"N",0.28,"Y",27,"Cauc",20,20,20,25,5,10,"Y",15,18,15,13,21,18,27,"Art",1460,26376,"Cauc",3,28524,"Fun","2Week","SevWeek","Y",7,5,0
"1618","F",9,3,"Y",0.18,"Y",28,"Cauc",20,20,20,10,10,20,"Y",17,17,17,17,19,15,27,"Art",1460,26376,"Cauc",3,28524,"Fun","2Week","SevWeek","Y",8,5,1
"1619","F",9,5,"N",0.26,"Y",32,"Cauc",18,10,30,10,10,22,"Y",17,20,17,17,17,11,27,"Art",1460,26376,"Cauc",3,28524,"Fun","2Week","SevWeek","Y",7,5,5
"1620","F",9,1,"N",0.46,"Y",25,"Cauc",35,20,10,20,10,5,"N",17,17,19,19,14,14,27,"Art",1460,26376,"Cauc",3,28524,"Fun","2Week","SevWeek","N",7,5,2
"1621","F",9,8,"N",-0.14,"N",25,"Asian",20,30,10,15,0,25,"N",18,21,21,18,15,9,27,"Art",1460,26376,"Cauc",3,28524,"Fun","2Week","SevWeek","N",6,5,2
"1622","F",9,2,"N",0.14,"N",27,"Other",25,15,20,20,15,5,"Y",16,22,19,19,16,8,27,"Art",1460,26376,"Cauc",3,28524,"Fun","2Week","SevWeek","Y",8,5,0
"1623","F",9,4,"N",0.2,"N",33,"Other",22,22,15,15,5,21,"N",17,17,15,17,15,17,27,"Art",1460,26376,"Cauc",3,28524,"Fun","2Week","SevWeek","N",7,5,6
"1624","F",9,9,"Y",0.81,"N",25,"Other",20,20,20,20,10,10,"Y",17,17,17,19,15,17,27,"Art",1460,26376,"Cauc",3,28524,"Fun","2Week","SevWeek","Y",9,5,2
"1625","F",9,7,"N",0.03,"N",33,"Other",19,19,19,19,19,5,"N",12,20,18,10,20,20,27,"Art",1460,26376,"Cauc",3,28524,"Fun","2Week","SevWeek","N",6,5,6
"1626","F",9,5,"N",0.28,"Y",27,"Cauc",20,20,20,25,5,10,"Y",14,21,17,14,21,12,34,"Science",1430,26908,"Cauc",6,49409,"Meet","SevYear","1Week","Y",8,6,7
"1627","F",9,2,"N",0.66,"Y",28,"Cauc",20,20,20,10,10,20,"N",17,23,26,9,17,9,34,"Science",1430,26908,"Cauc",6,49409,"Meet","SevYear","1Week","N",6,6,6
"1628","F",9,4,"Y",0.54,"Y",32,"Cauc",18,10,30,10,10,22,"Y",17,22,22,17,14,8,34,"Science",1430,26908,"Cauc",6,31432,"Meet","SevYear","1Week","Y",8,6,2
"1629","F",9,9,"N",0.52,"Y",25,"Cauc",35,20,10,20,10,5,"N",16,16,19,16,16,19,34,"Science",1430,26908,"Cauc",6,52010,"Meet","SevYear","1Week","N",7,6,9
"1630","F",9,7,"N",0.02,"N",25,"Asian",20,30,10,15,0,25,"N",14,23,17,14,11,20,34,"Science",1430,26908,"Cauc",6,31432,"Meet","SevYear","1Week","N",6,6,9
"1631","F",9,1,"N",0.15,"N",27,"Other",25,15,20,20,15,5,"Y",18,21,24,18,9,12,34,"Science",1430,26908,"Cauc",6,49409,"Meet","SevYear","1Week","Y",8,6,7
"1632","F",9,3,"N",0.32,"N",33,"Other",22,22,15,15,5,21,"N",18,21,18,15,15,15,34,"Science",1430,26908,"Cauc",6,31432,"Meet","SevYear","1Week","N",6,6,1
"1633","F",9,8,"N",0.6,"N",25,"Other",20,20,20,20,10,10,"Y",14,22,19,16,16,14,34,"Science",1430,26908,"Cauc",6,49409,"Meet","SevYear","1Week","Y",7,6,9
"1634","F",9,6,"N",0.37,"N",33,"Other",19,19,19,19,19,5,"N",16,19,19,14,14,19,34,"Science",1430,26908,"Cauc",6,49409,"Meet","SevYear","1Week","N",6,6,1
"1635","F",9,4,"N",0.09,"N",27,"Cauc",20,20,20,25,5,10,"Y",15,15,15,20,20,15,26,"Econ",1215,9451,"Asian",1,61141,"Fun","SevYear","1Week","Y",7,1,1
"1636","F",9,1,"N",-0.31,"N",28,"Cauc",20,20,20,10,10,20,"Y",19,14,19,23,21,5,26,"Econ",1215,9451,"Asian",1,61141,"Fun","SevYear","1Week","Y",6,1,2
